FSCM,CustPN,CustRev,CoastPN,CoastRev,Name,Eng,Date
11982,1N467-001,A,31196,,TRANSFORMER,,
11982,1N468-001,NC+A1,31197,,TRANSFORMER,,
11982,1N470-001,NC,31198,,TRANSFORMER,,
11982,1N471-001,A,31199,,TRANSFORMER,,
11982,1N472-001,A,31200,,TRANSFORMER,,
11982,1N473-001,A,31201,,TRANSFORMER,,
11982,1N474-001,NC,31202,,TRANSFORMER,,
11982,1N475-001,A,31203,,TRANSFORMER,,
11982,1N476-001,A,31204,,TRANSFORMER,,
11982,1N477-001,A1,31205,,TRANSFORMER,,
11982,855041-1,A+B1,31206,,PWR TRANSF. ASSY.,,
11982,855042-1,A+B1,31207,,PWR TRANSF. ASSY.,,
11982,855043-1,A+B1,31208,,PWR TRANSF. ASSY.,,
11982,855044-1,A+B1,31209,,PWR TRANSF. ASSY.,,
11982,855045-1,A+B2,31210,,PWR TRANSF. ASSY.,,
11982,855047-1,A+B2,31211,,PWR TRANSF. ASSY.,,
11982,855048-1,NC+A1,31212,,PWR TRANSF. ASSY.,,
11982,855049-1,A+B1,31213,,PWR TRANSF. ASSY.,,
11982,855050-1,A+B1,31214,,PWR TRANF. ASSY.,,
11982,855051-1,A+B1,31215,,PWR TRANSF. ASSY.,,
11982,855052-1,A+B1,31216,,PWR TRANSF. ASSY.,,
11982,855053-1,A+B2,31217,,PWR TRANSF. ASSY.,,
11982,855054-1,NC+A1,31218,,PWR TRANSF. ASSY.,,
11982,855055-1,A+B1,31219,,PWR TRANSF. ASSY.,,
11982,1E114-005,J,7397-5,,INDUCTOR,,
11982,1E414-006,E,30673-6,,INDUCTOR,,
11982,1N422-003,G,81261-3,,"TRANSFORMER, PWM",,
A0538,M0021,,81293,,INDUCTOR,,
A0538,M0031,,81294,,TRANSFORMER,,
11982,DUMMY 4 ASSYS,,31192,,PWR XFMR ASSY,,
A0544,9584-451-01,D,81295,,"INDUCTOR, L1, L2",,
6401,0221C0069,,80546,,"TRANSFORMER, POWER",,
A0544,67-1249-27,C,81296,,"XFMR,INV HCHR",,
A0544,70957-450-01,C,81297,,INDCTR L1,,
A0544,70957-452-01,F,81298,,"XFMR, T1",,
A0544,70956-460-01,E,81299,,"XFMR, T1",,
A0484,841337,,80008,,,,
,80010,,80010,,,,
A0010,80011,,80011,,,,
A0010,8514814,,80019,,,,
A0484,80026,SEE 80008,80026,,,,
24930,23451,,80028,,,,
A0029,2C25-1,,80029-1,,,,
A0029,2C25-2,,80029-2,,,,
A0544,67-1252-16,C,81300,,"XFMR, INV",,
A0530,22697A-00,A,81302-1,,TRAFO GATE DRIVE,,
A0579,1815-0023,C,81303,,"FLTR,COMMON MODE CHK",,
59495,8268078-1,C,31186,,TRANSFORMER,,
59495,8268079-1,B,31187,,TRANSFORMER,,
59495,8268080,A,31188,,"INDUCTOR, POWER",,
5254,3434,,3434,,SEE 40708,,
A0544,89T0093-1,J,81304,,"INDUCTOR, OUTPUT 6",,
A0027,6392936-3,,80889-3,,,,
A0544,90T0035-1,C,81306,,"XFMR, HOUSEKEEPING",,
A0544,90T0002-1,G,81307,,"XFMR, DRIVE",,
A0544,90T0003-1,E,81308,,"INDCTR, MULTI OUTPUT",,
A0544,90T0019-1,L,81309,,"INDUCTOR, 5V",,
A0544,90T0022-1,L,81310,,"XFRM, 5V",,
59495,8268077-001,A,31189-1,,PULSE TRANSFORMER,,
59495,31190,,31190,,INDUCTOR,,
A0587,81311,,81311,,"IMPED XFMR, 300 OHM",,
A0579,5616-0007,G,81312,,TRANSFORMER,,
A0579,5620-1047,,81313,,TRANSFORMER,,
A0579,5616-0046,B,81314,,TRANSFORMER,,
A0530,23409A-00,,81302-2,,TRAFO B,,
A0580,81250,,81250,,"TRANSFORMER, FLYBACK",,
A0580,81305,,81305,,,,
5254,81316,,81316,,JAI,,
59495,8268077-2,A,31189-2,,PULSE XFMR,,
18150,A45371,C,31220,,INVERTER TRANSFORMER,,
A0388,0941-F-1132,A01,31221,,INDUCTOR,,
A0388,0941-F-1124,A02,31222,,INDUCTOR,,
A0388,0941-F-1123,A00,31223,,INDUCTOR,,
A0388,0941-F-1121,A01,31224,,INDUCTOR,,
A0388,0941-F-1119,A00,31225,,INDUCTOR,,
A0388,0941-F-1118,AO1,31226,,INDUCTOR,,
A0388,0941-F-1117,A00,31227,,INDUCTOR,,
59495,8267163-3,B,80995-3,,"INDUCTOR, POWER",,
59495,8265093-350MH,-,31228,,"350mH,10amp INDUCTOR",,
59495,8268081,A,31229,,PULSE TRANSFORMER,,
11982,1N381-002,C,31230-2,,"TRANSFORMER, STEP-UP",,
11982,1E435-001,B,31231-1,,"INDUCTOR, FILTER",,
11982,1N226-001,D,31232-1,,"TRANSFORMER, POWER",,
11982,1E461-001,A,31233,,"INDUCTOR, FILTER",,
11982,1E114-004,J,7397-4,,INDUCTOR,,
11982,1N424-002,G,81263-2,,"TRANSFORMER, POWER",,
11982,1E596-002,B,31235,,"INDUCTOR, FILTER",,
,986155-1 COM,K,41359C,,PULSE XFMR,,
94697,C37996,C,31234,,"TRANSFORMER, FLYBACK",,
23835,10170480-1,1,31236,,COMMON MODE IND.,,
91812,75-2,E,31237,,"ASSY, HOUSING/BOBBIN",,
11982,1E552-001,E,31241,,"INDUCTOR, COUPLED",,
59495,8258272-2,E,30644-2,,INDUCTOR,,
11982,1N412-002,B+C1,80970-2,,TRANSFORMER,,
59495,8268439-301,B,31238,,"350 uH, 10 ADC IND",,
59495,8268439-302,B,31239,,"8 uH, 10 ADC IND",,
59495,8268439-303,B,31240,,"25 uH, 2.5 ADC IND.",,
18150,A45686,,31242,,TRANSFORMER,,
23835,81373,,31243,,INDUCTOR,,
23835,81369,,31244,,INDUCTOR,,
23835,81370,,31245,,INDUCTOR,,
23835,81372,,31246,,INDUCTOR,,
23835,81371,,31247,,INDUCTOR,,
24930,62653,F,31249,,TRANSFORMER,,
56547,2943A,Q,31248,,BOBBIN ASSEMBLY,,
22558,31250,NC,31250,,230V XFMR,,
E0002,ETP11D-001,,Q10001,,,,
E0002,ETP111D-001,D,31251,,POWER TRANSFORMER,,
E0002,ETP212D-001,D,31252,,POWER TRANSFORMER,,
E0002,EHP089D-001,-,31253,,INDUCTOR,,
11982,1E032-004,K+L1,7421-4,,"INDUCTOR,FILTER",,
11982,1E552-002,F,31241-2,,"INDUCTOR,COUPLED",,
E0002,EHP126D-003,,31254,,INDUCTOR,,
SP090,XP729,,44738,,"TRANSFORMER,POWER",,
45217,1148714-1,H,31256-1,,TRANSFORMER,,
E0002,EHP089D-002,A,31255,,INDUCTOR,,
78952,1144592-3,D,31257-3,,CHOKE,,
7187,8525537-1,A,31890,,"INDUCTOR, FILTER",,
11982,1E060-002,D,31259-2,,"INDUCTOR,FILTER",,
11982,1E554-002,C,31260-2,,"INDUCTOR,COUPLED",,
11982,1E557-002,C,31261-2,,"INDUCTOR,COUPLED",,
11982,1E563-001,C,31262,,"INDUCTOR,COUPLED",,
11982,1E589-001,B,31263,,"INDUCTOR,COUPLED",,
11982,1E590-001,B,31264,,"INDUCTOR,COUPLED",,
11982,1E591-001,B,31265,,"INDUCTOR,COUPLED",,
11982,1E592-001,B,31266,,"INDUCTOR,COUPLED",,
11982,1E593-001,C,31267,,"INDUCTOR,COUPLED",,
11982,1E595-001,B,31268,,"INDUCTOR,COUPLED",,
11982,1E597-001,NC,31269,,"INDUCTOR,COUPLED",,
11982,1N500-001,NC,31270,,TRANSFORMER,,
11982,1N493-001,NC,31271,,TRANSFORMER,,
11982,1N494-001,NC,31272,,TRANSFORMER,,
11982,1N495-001,NC,31273,,TRANSFORMER,,
11982,1N496-001,NC,31274,,TRANSFORMER,,
11982,1N497-001,NC,31275,,TRANSFORMER,,
11982,866399-1,N/C,31276,,"TRANSFORMER,ASSY",,
11982,866408-1,NC,31277,,"TRANSFORMER,ASSY",,
11982,866414-1,NC,31278,,"TRANSFORMER,ASSY",,
11982,866419-1,NC,31279,,"TRANSFORMER,ASSY",,
11982,868327-1,NC,31280,,"TRANSFORMER,ASSY",,
11982,868331-1,NC,31281,,"TRANSFORMER,ASSY",,
11982,868336-1,A1,31282,,"TRANSFORMER,ASSY",,
11982,1E114-006,J,7397-6,,INDUCTOR,,
11982,1E414-007,E,30673-7,,INDUCTOR,,
11982,1E420-002,C,30669-2,,INDUCTOR,,
11982,1E279-001,A,31283,,"INDUCTOR,FILTER",,
11982,TRW002,,31284,,"XFMR, PROTOTYPE",,
11982,1E433-003,F,60041-3,,INDUCTOR,,
11982,1E279-002,A,31283-2,,INDUCTORS,,
56547,2943C,F,31285,,COIL,,
11982,1N234-001,A,31286,,"TRANSFORMER,POWER",,
11982,1E550-001,C,31287,,"INDUCTOR, COUPLED",,
11982,1E258-001,,31288,,INDUCTOR,,
11982,1E558-001,C,31289,,"INDUCTOR, COUPLED",,
11982,1E560-001,C,31298,,"INDUCTOR, COUPLED",,
11982,1E556-001,C,31291,,"INDUCTOR, COUPLED",,
11982,1E553-002,C,31292-2,,"INDUCTOR, COUPLED",,
11982,1E555-001,C,31294,,"INDUCTOR, COUPLED",,
11982,1E554-001,C,31260-1,,"INDUCTOR, COUPLED",,
11982,1E551-001,B,31295,,"INDUCTOR, COUPLED",,
11982,1E559-001,D,31296,,"INDUCTOR, COUPLED",,
11982,1E557-001,B1,31261-1,,"INDUCTOR, COUPLED",,
11982,1E564-001,D,31297,,"INDUCTOR, COUPLED",,
11982,1E350-001,A,31299,,INDUCTOR,,
11982,1E255-001,N/C,31300,,INDUCTOR,,
11982,1E081-001,D,31301,,INDUCTOR,,
11982,1E257-001,N/C,31302,,INDUCTOR,,
11982,1E249-001,N/C,31303,,INDUCTOR,,
11982,1E250-001,N/C,31304,,INDUCTOR,,
11982,1N237-001,A,31305,,TRANSFORMER,,
11982,1N500-T1,NC,31306,,"XFMR, PROTOTYPE",,
11982,1N500-T2,-,31307,,"XFMR, PROTOTYPE",,
19645,42929,A,31308,,"TRANSFORMER,POWER",,
E0003,ETC508-001,,31309,,INDUCTOR,,
E0003,ETP212D-002,A,31310,,TRANSFORMER,,
E0003,ETP212D-003,A,31311,,TRANSFORMER,,
E0003,ETP110D-001,F,31312,,TRANSFORMER,,
69874,3136680,A,31313,,TRANSFORMER,,
69874,3136677,B,31314,,TRANSFORMER,,
56547,2943B,M,31315,,BOBBIN,,
22558,11111,,11111,,,,
56547,3107,C,31317,,BOBBIN,,
B0919,6165-EP0007-01,B,31318,,LOW PASS FILTER,,
11982,AT-201,,31319,,TRANSFORMER,,
11982,AT-202,,31320,,TRANSFORMER,,
11982,AT-203,,31321,,TRANSFORMER,,
11982,AL201,,31322,,INDUCTOR,,
11982,1R031-106,D1,31323,,CHIP INDUCTOR,,
11982,1R031-109,D,31324,,CHIP INDUCTOR,,
11982,1R031-121,D,31325,,CHIP INDUCTOR,,
11982,1N502-001,A,31326,,TRANSFORMER,,
11982,1E599-001,N/C,31327,,COUPLED INDUCTOR,,
A7845,DT02T1,,31328,,TRANSFORMER,,
56547,3107-2,B,31329,,BOBBIN ASSEMBLIES,,
SP090,24-P28565Y001,,31333,,"TRANSFORMER,PLUSE",,
94697,C12355,D,80960,,SEE C52464,,
94697,C12354,C,80959,,SEE C52463,,
94697,C12015,C,80957,,SEE C52466,,
94697,C03672,C,80958,,SEE C52465,,
59495,LMAIN/2,,31330,,TRANSFORMER,,
59495,LCM,,31331,,TRANSFORMER,,
59495,LIN,,31332,,TRANSFORMER,,
A7845,DT01L2,5,31338,,INDUCTOR,,
A7845,DT01T2,3,31337,,TRANSFORMER,,
A7845,FDB461L1,,31334,,TRANSFORMER,,
A7845,FDB461L2,,31335,,TRANSFORMER,,
A7845,FDB461T1,,31336,,TRANSFORMER,,
A7845,DT02L2,,31339,,TRANSFORMER,,
A7845,DT02T2,,31340,,TRANSFORMER,,
A7845,DT03T1,,31341,,TRANSFORMER,,
A7845,DB12ST2,,31342,,TRANSFORMER,,
A7845,DT04T2,1,31344,,TRANSFORMER,,
A7845,DT05T2,1,31345,,TRANSFORMER,,
A7845,DT06T2,1,31346,,TRANSFORMER,,
A7845,DT04T1,1,31347,,TRANSFORMER,,
A7845,DT05T1,1,31348,,TRANSFORMER,,
A7845,DT06T1,1,31349,,TRANSFORMER,,
99865,1023-9231,A,31350,,XFMR DHC05ST1,,
99865,1023-9210,A,31351,,XFMR DHC05SL2,,
A7845,DHC03ST1,G,31352,,TRANSFORMER,,
A7845,DHC03SL2,C,31353,,TRANSFORMER,,
94697,C52466,A,31354,,TRANSFORMER,,
94697,C52463,A,31355,,TRANSFORMER,,
94697,C52465,A,31356,,TRANSFORMER,,
94697,C52464,A,31357,,TRANSFORMER,,
A5654,A504A897,C + RN 7V785-1,31358,,L MODULE,,
A5654,A504A831,D,31359,,"TRANSFORMER, T1",,
A5654,A504A832,B,31360,,"TRANSFORMER, T2",,
A5654,A504A833,B,31361,,"TRANSFORMER, T3",,
A5654,A504A834,B,31362,,"TRANSFORMER, T4",,
A5654,A504A835,B,31363,,"REACTOR, SAT., L1",,
A5654,A504A836,B,31364,,"INDUCTOR, L2",,
A5654,A504A837,B,31365,,"INDUCTOR, L3",,
A5654,A504A838,B,31366,,"INDUCTOR, DUAL, L4",,
11982,1E062-001,E,31367,,INDUCTOR,,
11982,1E361-001,,31368,,INDUCTOR,,
11982,1E362-001,,31369,,INDUCTOR,,
11982,1E364-001,NC/A1,31370,,INDUCTOR,,
11982,1E395-001,NC/A1,31371,,INDUCTOR,,
11982,1E432-001,,31373,,INDUCTOR,,
11982,1E398-001,NC/A1,31372,,INDUCTOR,,
11982,1E482-001,D/E1,31374,,INDUCTOR,,
11982,1E483-001,D/E1,31375,,INDUCTOR,,
A2548,31376,,31376,,OUTPUT INDUCTOR,,
18150,A46152,N/C,31377,,TRANSFORMER,,
A2548,31380,,31380,,OUTPUT INDUCTOR,,
A2548,31381,,31381,,OUTPUT INDUCTOR,,
54598,E7115246,,31382,,TRANSFORMER,,
11982,1E413-004,D,30672-4,,"TRANSFORMER,OUTPUT",,
11982,31386,,31386,,"INDUCTOR,COUPLED",,
11982,31387,,31387,,TRANSFORMER,,
59495,8269304,-,31388,,INDUCTOR,,
52634,78501,N/C,31389,,TRANSFORMER,,
37957,ETP612D-001,-,31390,,POWER TRANSFORMER,,
37957,ETP612D-002,-,31391,,POWER TRANSFORMER,,
11982,1N226-002,D,31232-2,,"TRANSFORMER,POWER",,
11982,1N503-001,N/C,31392,,TRANSFORMER,,
11982,1E600-001,C,31393,,"INDUCTOR, COUPLED",,
A7845,DB05ST1,E,31394,,"TRANSFORMER,ASSY",,
A7845,DB05SL2,D,31395,,"INDUCTOR, ASSY",,
A7845,DB12ST1,E,31396,,"TRANSFORMER,ASSY",,
A7845,DB12SL2,D,31397,,"INDUCTOR,ASSY",,
A7845,DB03ST1,D,31398,,"TRANSFORMER,ASSY",,
A7845,DB03SL2,C,31399,,,,
A7845,DB15ST1,E,31400,,"TRANSFORMER,ASSY",,
A7845,DHC15DT1,E,31401,,"TRANSFORMER,ASSY",,
A7845,DHC15ST1,D,31402,,"TRANSFORMER,ASSY",,
58960,4088331-1,-,31404,,"TRANSFORMER,PULSE",,
11982,1E800-012,N/C,31403-12,,INDUCTOR,,
11982,1E800-020,N/C,31403-20,,INDUCTOR,,
A7845,DT04L2,1,31405,,TRANSFORMER,,
A7845,DT05L2,1,31406,,TRANSFORMER,,
A7845,DT06L2,1,31407,,TRANSFORMER,,
29789,31408,N/C,31408,,COIL FORMER,,
23835,10194821,,31409,,MAGNETIC ASSY,,
462,43100-805,N/C,31410,,"TRANSFORMER,POWER",,
11982,883978-1,NC,31415,,"TRANSFORMER,ASSY",,
82577,H940096-001B,,31416,,REACTOR,,
11982,1E564-002,D,31297-2,,"INDUCTOR, COUPLED",,
94697,C52828,,31417,,FLYBACK TRANSFORMER,,
94697,C52828-002,,31417-2,,FLYBACK TRANSFORMER,,
94697,C52828-003,,31417-3,,FLYBACK TRANSFORMER,,
59495,8269305,X1,31418,,POWER XFRM,,
11982,31411,N/C,31411,,,,
11982,31412,N/C,31412,,,,
11982,31413,N/C,31413,,,,
11982,31414,N/C,31414,,,,
73197,700599,C,2202,,BAND PASS FILTER,,
55939,7007149,A,31419,,"TRANSFORMER,PLUSE",,
59495,4048289,E,31420,,"INDUCTOR,POWER",,
18150,A46303,A,31421,,"TRANSFORMER,POWER",,
94117,94001,N/C,94001,,750 uH IND,,
15090,D7050601,N/C,31422,,INDUCTOR,,
6481,16101454-001,-,31423,,"INDUCTOR,INPUT",,
6481,16101360,N/C,31424,,"TRANSFORMER,CURRENT",,
6481,16101484-001,-,31425,,"TRANSFORMER,DC/DC",,
6481,16101482-001,-,31426,,"INDUCTOR,V5P-1553",,
6481,16101485-001,N/C,31427,,"TRANSFORMER,CURRENT",,
6481,16101487-001,-,31428,,"TRANSFORMER,DRIVE",,
6481,16101486-001,-,31429,,"TRANSFORMER,DRIVE",,
6481,16101468-001,-,31430,,"INDUCTOR,INPUT",,
6481,16101483-001,A,31431,,"INDUCTOR,OUTPUT",,
59495,4048288,E,31432,,"INDUCTOR,POWER",,
59495,4048290,D,31433,,"TRANSFORMER,POWER",,
59495,8250581,E,31434,,"INDUCTOR,POWER",,
59495,4041056,E,31435,,"TRANSFORMER,POWER",,
11982,1R031-158,D1,31436,,"IDCTR,FXD,CHIP",,
11982,1R031-129,D1,31437,,"IDCTR,FXD,CHIP",,
11982,1R031-161,D1,31438,,"IDCTR,FXD,CHIP",,
11982,1R007-026,H,31439,,"COIL,RF,MOLED,FXD",,
11982,1R007-032,H,31440,,"COIL,RF,MOULDED,FXD",,
11982,1R003-037,N,31441,,"COIL,RADIO FREQ,CHIP",,
7187,8521381-1,A,31448,,"TRANSFORMER,CURRENT",,
11982,884165-1,N/C,31443,,"TRANSFORMER,ASSY",,
11982,1E083-002,F,7585-2,,"INDUCTOR,FILTER",,
11982,1E562-002,C,31444-2,,"INDUCTOR, COUPLED",,
59495,8268078-002,C,31186-2,,TRANSFORMER,,
59495,8268079-2,C,31187-2,,INDUCTOR,,
7187,4038289,D,31447,,TRANSFORMER,,
7187,8513719-1,B,31446,,INDUCTOR,,
7187,8521378-2,A,31449-2,,"TRANSFORMER,POWER",,
7187,8521375-1,N/C,31450,,INDUCTOR-BOOST,,
11982,1E033-002,E,7579-2,,INDUCTOR,,
11982,1R003-015,N,31451,,"COIL,RF,FXD,CHIP",,
11982,1R003-013,N,31452,,"COIL,RF,FXD,CHIP",,
59495,8269308,X1,31453,,"TRANSFORMER,POWER",,
A0029,DA01-002MHA,G,31454-2,,CURRENT XFMR,,
A0029,DA01-002MHV,G,31454-2V,,CURRENT XFMR,,
A0029,DA01-001MHA,G,31454-1,,CURRENT XFMR,,
A0029,DA01-001MHV,G,31454-1V,,CURRENT XFMR,,
7187,8529417,C,31455,,TRANSFORMER,,
E0003,EHP129D-002,B,31456,,TRANSFORMER,,
49956,H949039-001,C,31457,,WIDEBAND XFMR,,
7187,8512766-2,C,31473-2,,TRANSFORMER,,
94697,C52926,N/C,31474,,TRANSFORMER,,
94697,C59164,N/C,31475,,TRANSFORMER,,
A5428,10A2R0TSM26038R,A,31458,,"INDUCTOR, OPEN AIR",,
A5428,10A4R0TSM26052,A,31459,,"INDUCTOR, OPEN AIR",,
A5428,10A5R0TSM26046R,A,31460,,"INDUCTOR, OPEN AIR",,
A5428,10A5R0TSM26052R,A,31461,,"INDUCTOR, OPEN AIR",,
A5428,10A6R0TSM26052R,A,31462,,"INDUCTOR, OPEN AIR",,
A5428,10A2R0TSM26042,A,31463,,"INDUCTOR, OPEN AIR",,
A5428,10A3R0TSM26031,A,31464,,"INDUCTOR, OPEN AIR",,
A5428,10A8R0TSM26072,A,31465,,"INDUCTOR, OPEN AIR",,
A5428,10A5R0TSM26042R,A,31466,,"INDUCTOR, OPEN AIR",,
A5428,10A4R0TSM26052R,A,31467,,"INDUCTOR, OPEN AIR",,
A5428,10A4R0TSM26042R,A,31468,,"INDUCTOR, OPEN AIR",,
A5428,10A4R0TSM26046,A,31469,,"INDUCTOR, OPEN AIR",,
A5428,10A4R0TSM26038R,A,31470,,"INDUCTOR, OPEN AIR",,
A5428,10A3R0TSM26042R,A,31471,,"INDUCTOR, OPEN AIR",,
A5428,10A2R0TSM26072,A,31472,,"INDUCTOR, OPEN AIR",,
E0003,EHP174D-001,A,31476,,TRANSFORMER,,
E0003,EHP133D-545,A,31477,,TRANSFORMER,,
E0003,PS239545-01,E,31478,,INDUCTOR,,
E0003,PS239543-01,B,31479,,INDUCTOR,,
E0003,PS239533-01,C,31480,,INDUCTOR,,
E0003,PS239524-01,D,31481,,INDUCTOR,,
E0003,PS239531-01,C,31482,,INDUCTOR,,
94697,C59254-001,,31509,,"INDUCTOR,POWER",,
A0558,2006593,D,31484,,TRANSFORMER,,
A0558,2006594,B,31485,,TRANSFORMER,,
A0558,2006595,D,31486,,TRANSFORMER,,
A0558,2006596,C,31487,,INDUCTOR,,
A0558,2006598,A,31488,,"CAPACITOR,FIXED",,
A0558,2006601,C,31489,,"INDUCTOR,EMI",,
A0558,2006602,B,31490,,"BALUN,EMI",,
7187,8527442,B,31491,,TRANSFORMER,,
7187,31492,N/C,8523386,,TRANSFORMER,,
7187,8523386-1,-,31492,,TRANSFORMER,,
7187,8523387,N/C,31493,,"INDUCTOR,FILTER",,
7187,8521670-1,1,31507,,"TRANSFORMER,FILAMENT",,
A2548,M83446/06-17F,C,6017F,,270 uH CHIP IND,,
59863,RN103410,N/C,31495,,TRANSFORMER,,
11982,1E558-002,D,31289-2,,INDUCTOR,,
11982,1E556-002,C,31291-2,,INDUCTOR,,
11982,1E562-001,C,31444,,INDUCTOR,,
11982,1E561-002,C,31496-2,,INDUCTOR,,
7187,8522950,A,31497,,"INDUCTOR,FILTER",,
11982,1E559-002,D,31296-2,,INDUCTOR,,
11982,1E550-002,C,31287-2,,INDUCTOR,,
11982,1E551-002,B,31295-2,,"INDUCTOR,COUPLED",,
11982,1E560-002,C,31298-2,,INDUCTOR,,
59495,8269590,N/C,31504,,"INDUCTOR, POWER",,
59495,8269591,N/C,31505,,"INDUCTOR, POWER",,
59495,8269475,X1,31506,,"5 uH, 8 ADC IND.",,
E0003,ETP122D-002,A,31483,,"TRANSFORMER, POWER",,
94697,C59255,,31510,,"INDUCTOR,POWER",,
11982,31508,N/C,31508,,TRANSFORMER,,
11982,1E563-002,C,31262-2,,"INDUCTOR, COUPLED",,
7187,4014164,D,31511,,INDUCTOR,,
11982,31508-2,NC,31508-2,,INDUCTOR,,
86597,12032000,1,31512,,AIR COIL,,
11982,1E600-002,C,31393-2,,"INDUCTOR, COUPLED",,
7187,8525910-1,N/C,31513,,"TRANSFORMER,INVERTER",,
11982,1E094-002,C,31514-2,,INDUCTOR,,
11982,1E140-012,G,7422-012,,"INDUCTOR,FILTER",,
11982,1E140-011,G,7422-011,,"INDUCTOR,FILTER",,
11982,1E025-002,D,7873-2,,"INDUCTOR, FILTER",,
E0003,ETP109D-001,C,31523,,TRANSFORMER,,
E0003,ETP109D-002,C,31524,,TRANSFORMER,,
E0003,ETP109D-003,C,31525,,TRANSFORMER,,
E0003,ETP109D-005,C,31526,,TRANSFORMER,,
E0003,ETP309D-001,C,31527,,TRANSFORMER,,
11982,1E081-002,D,31301-2,,"INDUCTOR,FILTER",,
59495,8269666,,31528,,"TRANSFORMER,PULSE",,
6481,16101497,,31529,,TRANSFORMER,,
6481,16101465,,31534,,TRANSFORMER,,
7187,8525313,A,31538,,"INDUCTOR,BALLAST",,
7187,8525312,,31537,,"TRANSFORMER,INVERTER",,
11982,31807,,31807,,,,
11982,31808,,31808,,,,
52378,24-P35980T,D,31539,,INDUCTOR,,
E0003,ETC645D-004,,31540,,TRANSFORMER,,
E0003,ETC645D-003,A,31541,,TRANSFORMER,,
E0003,ETC645D-002,,31542,,TRANSFORMER,,
E0003,ETC645D-001,,31543,,TRANSFORMER,,
56563,350-360-150C,N/C,31544,,INDUCTOR,,
56563,350-360-300C,N/C,31545,,INDUCTOR,,
56563,350-360-450C,N/C,31546,,INDUCTOR,,
56563,440-275-45C,N/C,31547,,INDUCTOR,,
56563,440-275-60C,N/C,31548,,INDUCTOR,,
56563,440-275-115C,N/C,31549,,INDUCTOR,,
56563,440-275-300C,N/C,31550,,INDUCTOR,,
56563,440-360-45C,N/C,31551,,INDUCTOR,,
56563,440-360-75C,N/C,31552,,INDUCTOR,,
56563,440-360-115C,N/C,31553,,INDUCTOR,,
56563,440-360-190C,N/C,31554,,INDUCTOR,,
56563,440-360-225C,N/C,31555,,INDUCTOR,,
56563,440-360-300C,N/C,31556,,INDUCTOR,,
56563,440-360-450C,N/C,31557,,INDUCTOR,,
56563,630-238-200S,N/C,31558,,INDUCTOR,,
59495,8269305-302,-,31418-2,,TRANSFORMER,,
11982,31559,N/C,31559,,"INDUCTOR,COMMON MODE",,
11982,31560,C,31560,,"INDUCTOR,2.5 H",,
11982,31561,A,31561,,"INDUCTOR,150 mH",,
94697,C59375,A,31562,,"TRANSFORMER,FLYBACK",,
94697,C59063,B,31563,,COMMON MODE,,
94697,C59053,B,31564,,"40uH, 10A IND",,
59495,8269700,N/C,31567,,"INDUCTOR,TRIPLE,PWR",,
65894,50060462,A,31565,,"TRANSF, PWR STEP DWN",,
65894,50060452,A,31566,,REACTOR,,
94697,C59062,B,31571,,"CHOKE,RUDDER,COMMON",,
59121,SP-712060,B,31569,,TRANSFORMER,,
59121,SP-712061,A,31570,,TRANSFORMER,,
A0029,4946954-003,J,31573,,"TRANSFORMER,CURRENT",,
98562,4948885,N/C,31574,,"TRANSFORMER,FLYBACK",,
A0029,2CH9-001MHA,B,31575,,TRANSFORMER,,
7187,8507213-7,D,31576,,TRANSFORMER,,
7187,8520885-1,N/C,31577,,INDUCTOR,,
7187,8520876-1,N/C,31578,,INDUCTOR,,
7187,8518158-2,,31579-2,,"BEAD,FERRITE",,
7187,8509732-1,,31580,,"CORE,TOROID",,
7187,8520879-1,C,31581,,TRANSFORMER,,
45465,31568,,31568,,INDUCTOR,,
7187,8520884-1,C,31582,,"TRANSFORMER,POWER",,
,93027-011,A,93011,,.5 mH (VE 60011),,
11982,1E436-001,B,31583,,INDUCTOR,,
99865,EDU-L1,N/C,31584,,INDUCTOR,,
51651,1023-8193,A,31585,,INDUCTOR,,
51651,1023-8191,A,31586,,INDUCTOR,,
51651,1023-9839,A,31587,,INDUCTOR,,
51651,1023-8192,A,31588,,INDUCTOR,,
51651,1023-8194,A,31589,,TRANSFORMER,,
51651,1023-8195,-,31590,,TRANSFORMER,,
51651,1023-8196,A,31591,,TRANSFORMER,,
99865,FDHC461L1,N/C,31592,,INDUCTOR,,
99865,FDHC461L2,N/C,31593,,INDUCTOR,,
99865,FDHC461T1,N/C,31594,,INDUCTOR,,
11982,31595,E,31595,,MAIN X-FRMR,,
11982,31596,B,31596,,"INDUCTOR,COUPLED",,
11982,31597,B,31597,,MAIN X-FRMR,,
11982,31598,B,31598,,"INDUCTOR,COUPLED",,
21236,220-00135,A,31599,,"6001F, Q=30-50",,
11982,1N448-001,N/C,31600,,"TRANSFORMER,CURRENT",,
11982,1R010-020,G,31602,,INDUCTOR,,
11982,1R010-011,G,31603,,INDUCTOR,,
11982,1R010-069,G,31604,,INDUCTOR,,
11982,1R010-013,G,31605,,INDUCTOR,,
11982,1R012-034,C,31606,,INDUCTOR,,
11982,31607,A,31607,,"INDUCTOR,FILTER",,
11982,31608,A,31608,,"INDUCTOR,FILTER",,
12436,50-2729828-302J,,31609,,Sim. (/11-115F5),,
12436,502729828-332J,N/C,31610,,Sim. (/11-116F5),,
12436,50-2729828-682J,N/C,31611,,Sim.(/11-120F5),,
